price,postal_code,address,bed,full_bath,half_bath,property_area,property_type,latitude,longitude,year_built,years_old,distance_downtown,monthly_payments
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159372,-113.959126,2005.0,15.0,15.04357864365206,1006.66
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159372,-113.959126,2016.0,4.0,15.04357864365206,1006.66
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159372,-113.959126,2004.0,16.0,15.04357864365206,1006.66
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159341999999995,-113.959965,2020.0,0.0,15.009591289460253,734.67
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159341999999995,-113.959965,2006.0,14.0,15.009591289460253,734.67
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.159341999999995,-113.959965,1967.0,53.0,15.009591289460253,734.67
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.158943,-113.961147,2020.0,0.0,14.928267640676141,920.61
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.158943,-113.961147,,,14.928267640676141,920.61
232800,T3N0P5,6315 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,878.0,condo,51.158943,-113.961147,1969.0,51.0,14.928267640676141,920.61
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159064,-113.96137,2016.0,4.0,14.931486774509324,864.82
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,2007.0,13.0,14.928267640676141,1015.74
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,1976.0,44.0,14.928267640676141,1015.74
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,1995.0,25.0,14.928267640676141,1015.74
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159372,-113.959126,2005.0,15.0,15.04357864365206,1006.66
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159372,-113.959126,2016.0,4.0,15.04357864365206,1006.66
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159372,-113.959126,2004.0,16.0,15.04357864365206,1006.66
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159341999999995,-113.959965,2020.0,0.0,15.009591289460253,734.67
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159341999999995,-113.959965,2006.0,14.0,15.009591289460253,734.67
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.159341999999995,-113.959965,1967.0,53.0,15.009591289460253,734.67
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,2020.0,0.0,14.928267640676141,920.61
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,,,14.928267640676141,920.61
169900,T3N0P5,2110 - 302 SKYVIEW RANCH DR NE,1.0,1.0,,594.0,condo,51.158943,-113.961147,1969.0,51.0,14.928267640676141,920.61
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159064,-113.96137,2016.0,4.0,14.931486774509324,864.82
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,2007.0,13.0,14.928267640676141,1015.74
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,1976.0,44.0,14.928267640676141,1015.74
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,1995.0,25.0,14.928267640676141,1015.74
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159372,-113.959126,2005.0,15.0,15.04357864365206,1006.66
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159372,-113.959126,2016.0,4.0,15.04357864365206,1006.66
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159372,-113.959126,2004.0,16.0,15.04357864365206,1006.66
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159341999999995,-113.959965,2020.0,0.0,15.009591289460253,734.67
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159341999999995,-113.959965,2006.0,14.0,15.009591289460253,734.67
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.159341999999995,-113.959965,1967.0,53.0,15.009591289460253,734.67
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,2020.0,0.0,14.928267640676141,920.61
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,,,14.928267640676141,920.61
212900,T3N0P5,3205 - 302 SKYVIEW RANCH DR NE,2.0,2.0,,824.0,condo,51.158943,-113.961147,1969.0,51.0,14.928267640676141,920.61
349000,T2J6C8,559 DEERPATH CRT SE,3.0,2.0,,1076.0,house,50.923808,-114.023917,1981.0,39.0,13.922553427341999,1509.12
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.09381,-114.155685,2017.0,3.0,7.884751817894896,1383.29
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,1980.0,40.0,7.900383852286047,1275.18
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,1989.0,31.0,7.900383852286047,1275.18
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,2009.0,11.0,7.900383852286047,1275.18
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,2005.0,15.0,7.900383852286047,1275.18
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,1968.0,52.0,7.900383852286047,1275.18
319900,T3A1A3,107 - 4818 VARSITY DR NW,2.0,2.0,,922.0,condo,51.093858000000004,-114.15592099999999,1964.0,56.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.09381,-114.155685,2017.0,3.0,7.884751817894896,1383.29
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,1980.0,40.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,1989.0,31.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,2009.0,11.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,2005.0,15.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,1968.0,52.0,7.900383852286047,1275.18
294900,T3A1A3,304 - 4818 VARSITY DR NW,2.0,1.0,,804.0,condo,51.093858000000004,-114.15592099999999,1964.0,56.0,7.900383852286047,1275.18
449900,T2W2X3,48 BROOKPARK PL SW,4.0,2.0,1.0,1284.0,house,50.958512,-114.11429,1976.0,44.0,10.020270948497744,1945.42
284900,T2K0P2,516 72 AVE NW,2.0,1.0,1.0,1030.0,house,51.117948,-114.072075,1969.0,51.0,8.120785841054811,1231.94
750000,T2M0Y4,422 19 AVE NW,4.0,3.0,1.0,1921.0,house,51.069966,-114.06874199999999,2017.0,3.0,2.8064655946659935,3243.09
750000,T2M0Y4,422 19 AVE NW,4.0,3.0,1.0,1921.0,house,51.069818,-114.07016599999999,1984.0,36.0,2.7788909651409126,1941.53
750000,T2M0Y4,422 19 AVE NW,4.0,3.0,1.0,1921.0,house,51.069818,-114.07016599999999,,,2.7788909651409126,1941.53
750000,T2M0Y4,422 19 AVE NW,4.0,3.0,1.0,1921.0,house,51.069818,-114.07016599999999,1978.0,42.0,2.7788909651409126,1941.53
449000,T2M0Y4,450 19 AVE NW,4.0,2.0,,911.0,house,51.069966,-114.06874199999999,2017.0,3.0,2.8064655946659935,3243.09
449000,T2M0Y4,450 19 AVE NW,4.0,2.0,,911.0,house,51.069818,-114.07016599999999,1984.0,36.0,2.7788909651409126,1941.53
449000,T2M0Y4,450 19 AVE NW,4.0,2.0,,911.0,house,51.069818,-114.07016599999999,,,2.7788909651409126,1941.53
449000,T2M0Y4,450 19 AVE NW,4.0,2.0,,911.0,house,51.069818,-114.07016599999999,1978.0,42.0,2.7788909651409126,1941.53
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.865958,-113.976878,2020.0,0.0,21.03894490781543,1642.73
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.876484000000005,-113.95092199999999,1979.0,41.0,20.625703667707004,1145.46
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.87707,-113.94713999999999,1972.0,48.0,20.67892746580102,894.66
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.876484000000005,-113.95092199999999,1972.0,48.0,20.625703667707004,1145.46
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.87707,-113.94713999999999,1979.0,41.0,20.67892746580102,894.66
379900,O0O0O0,730 Cranbrook Walk SE,2.0,2.0,,1091.0,townhouse,50.876484000000005,-113.95092199999999,2016.0,4.0,20.625703667707004,1145.46
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.865958,-113.976878,2020.0,0.0,21.03894490781543,1642.73
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.876484000000005,-113.95092199999999,1979.0,41.0,20.625703667707004,1145.46
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.87707,-113.94713999999999,1972.0,48.0,20.67892746580102,894.66
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.876484000000005,-113.95092199999999,1972.0,48.0,20.625703667707004,1145.46
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.87707,-113.94713999999999,1979.0,41.0,20.67892746580102,894.66
264900,O0O0O0,"218, 19661 40 Street SE",2.0,2.0,,867.0,condo,50.876484000000005,-113.95092199999999,2016.0,4.0,20.625703667707004,1145.46
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.865958,-113.976878,2020.0,0.0,21.03894490781543,1642.73
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.876484000000005,-113.95092199999999,1979.0,41.0,20.625703667707004,1145.46
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.87707,-113.94713999999999,1972.0,48.0,20.67892746580102,894.66
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.876484000000005,-113.95092199999999,1972.0,48.0,20.625703667707004,1145.46
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.87707,-113.94713999999999,1979.0,41.0,20.67892746580102,894.66
206900,O0O0O0,4355 Seton Drive SE,2.0,1.0,,554.0,townhouse,50.876484000000005,-113.95092199999999,2016.0,4.0,20.625703667707004,1145.46
338000,T3A5X9,118 HIDDEN HILLS WAY NW,3.0,1.0,1.0,1020.0,house,51.148270000000004,-114.13070900000001,1997.0,23.0,12.156990460564066,1461.55
519900,T3A4C7,43 EDGELAND CRES NW,5.0,3.0,1.0,1830.0,house,51.127786,-114.15960700000001,1983.0,37.0,10.986815859158218,2248.11
369900,T3M2H9,48 AUBURN MEADOWS AVE SE,3.0,2.0,1.0,1317.0,house,50.896648,-113.94483600000001,2014.0,6.0,18.81203839938682,1599.49
859900,T3H0P6,34 ASPENSHIRE PLACE SW,3.0,2.0,1.0,2709.0,house,51.048078000000004,-114.215572,2011.0,9.0,9.909187280422168,3718.31
558000,T3A5Y9,43 EDGERIDGE VIEW NW,4.0,3.0,1.0,1880.0,house,51.139459,-114.130121,1998.0,22.0,11.220768198064068,2412.86
132000,T2V4Z3,315 - 723 57 AVE SW,2.0,1.0,,884.0,condo,51.002152,-114.080781,1982.0,38.0,4.784137499498893,570.78
469900,T3M0A7,230 AUBURN BAY BLVD SE,4.0,3.0,1.0,1764.0,house,50.885642,-113.96400700000001,2006.0,14.0,19.3211660273814,2031.91
634900,T3M1C7,23 CRANLEIGH GDNS SE,4.0,3.0,,1961.0,house,50.890257,-113.990879,2002.0,18.0,18.163758381421182,2745.39
634900,T3M1C7,23 CRANLEIGH GDNS SE,4.0,3.0,,1961.0,house,50.890857000000004,-113.990881,,,18.10049390172053,2269.73
634900,T3M1C7,23 CRANLEIGH GDNS SE,4.0,3.0,,1961.0,house,50.890857000000004,-113.990881,1981.0,39.0,18.10049390172053,2269.73
634900,T3M1C7,23 CRANLEIGH GDNS SE,4.0,3.0,,1961.0,house,50.890857000000004,-113.990881,2017.0,3.0,18.10049390172053,2269.73
524900,T3M1C7,43 CRANLEIGH GDNS SE,3.0,2.0,1.0,2247.0,house,50.890257,-113.990879,2002.0,18.0,18.163758381421182,2745.39
524900,T3M1C7,43 CRANLEIGH GDNS SE,3.0,2.0,1.0,2247.0,house,50.890857000000004,-113.990881,,,18.10049390172053,2269.73
524900,T3M1C7,43 CRANLEIGH GDNS SE,3.0,2.0,1.0,2247.0,house,50.890857000000004,-113.990881,1981.0,39.0,18.10049390172053,2269.73
524900,T3M1C7,43 CRANLEIGH GDNS SE,3.0,2.0,1.0,2247.0,house,50.890857000000004,-113.990881,2017.0,3.0,18.10049390172053,2269.73
849900,T2N2G6,401 18 ST NW,4.0,3.0,1.0,1918.0,house,51.055908,-114.102708,2020.0,0.0,2.351142258899273,3675.07
595000,T2V0B1,433 52 AVE SW,3.0,2.0,1.0,1585.0,house,51.006778000000004,-114.073452,1990.0,30.0,4.245844703017794,2572.85
220000,T2Z1A7,517 Mckenzie Towne Close SE,2.0,2.0,,1068.0,townhouse,50.912878000000006,-113.95428100000001,2012.0,8.0,16.91276394903816,951.31
519000,T3K3Y8,116 HARVEST LAKE CRES NE,4.0,3.0,1.0,1802.0,house,51.148361,-114.051592,1996.0,24.0,11.6081529060845,2244.22
259900,T2V2W3,1107 - 8880 HORTON RD SW,2.0,2.0,,972.0,condo,50.974377000000004,-114.074226,2010.0,10.0,7.849678935793726,1123.84
259900,T2V2W3,1107 - 8880 HORTON RD SW,2.0,2.0,,972.0,condo,50.974377000000004,-114.074226,1978.0,42.0,7.849678935793726,924.93
259900,T2V2W3,1107 - 8880 HORTON RD SW,2.0,2.0,,972.0,condo,50.974377000000004,-114.074226,1983.0,37.0,7.849678935793726,924.93
259900,T2V2W3,1107 - 8880 HORTON RD SW,2.0,2.0,,972.0,condo,50.974377000000004,-114.074226,2016.0,4.0,7.849678935793726,924.93
213900,T2V2W3,1103 - 8880 HORTON RD SW,1.0,1.0,,702.0,condo,50.974377000000004,-114.074226,2010.0,10.0,7.849678935793726,1123.84
